publisher,genres,id,app_name
Ascension Interactive Media,Indie,533630,Fight Me Bro!
Dylan Wentz,Adventure,410050,The Forgotten Forest
Hardtalk Studio,Adventure,607660,21 Days
Nexon America,Adventure,442080,Riders of Icarus
Dranya Studio,Action,756600,Trianga's Project: Battle Splash 2.0
Holyday Studios,Indie,728730,Holyday City: Reloaded
Shadow Blade Productions,Indie,712390,Team Four Star RPG
Michael Todd Games,Indie,317770,Electronic Super Joy - A Hot Sticky Mess DLC
Idea Factory International,RPG,524580,Fairy Fencer F Advent Dark Force | フェアリーフェンサー エフ ADVENT DARK FORCE | 妖精劍士 F ADVENT DARK FORCE
System Void Games,Indie,392020,RFLEX
Warner Bros. Interactive Entertainment,Action,216431,Gotham City Impostors Free to Play: Weapon Pack - Professional
Ducat,Action,713530,Armored Kitten
VRS,Adventure,765300,Dracula's Library 2
"ShaunJS, Digerati Distribution",Indie,305920,Another Perspective
Firehawk Studios,Indie,454150,Voxel Warfare Online
FellowPlayer,Adventure,735680,Forgotten Light
Boogygames Studios,Casual,713590,Hidden Object - Food
Dovetail Games - Trains,Simulation,376969,Train Simulator: DB BR 18 Steam Loco Add-On
Buce Studios LLC,Simulation,654940,RXE
Tero Lunkka,Action,654950,Labyrinth Escape
Futuremark,Strategy,18120,Unstoppable Gorg
fjy741,Indie,744240,FISK
Paradox Interactive,Strategy,215003,Victoria II: German Unit Pack
"New Life Interactive, LLC",Simulation,334960,Cell HD: emergence
GSProductions Ltd.,Adventure,551250,RPG Tycoon: Supply & Demand
Stefan Fleischer,Strategy,697950,Tank Wars: Anniversary Edition
KISS ltd,Indie,315070,Blob From Space
Big Fish Games,Adventure,678440,Dark Parables: Queen of Sands Collector's Edition
1C Company,Casual,373870,Sister’s Secrecy: Arcanum Bloodlines - Premium Edition
D3 PUBLISHER,Action,464220,"Gigantus Tank, Natsuiro HS Markings"
EHTechnology,Indie,661080,WarMages
Paradox Interactive,Simulation,226670,Crusader Kings II: Hymns of Abraham
Aldorlea Games,Adventure,372200,Moonchild - Deluxe Contents
Ranmantaru Games,Early Access,332150,LEVEL UP!
Frost Studios,Strategy,688210,Deathlands
Emily Peregrine,Indie,718240,Solar Collector
Ubisoft,Adventure,15100,Assassin's Creed™: Director's Cut Edition
Tonguç Bodur,Indie,581370,Drizzlepath: Glass
TheGoldenEyed,Indie,740720,Masked and Mysterious
Big Fish Games,Adventure,466060,Shiver: Vanishing Hitchhiker Collector's Edition
Nerd Monkeys®,Adventure,297290,Detective Case and Clown Bot in: Murder in the Hotel Lisbon
Nexon America Inc.,Massively Multiplayer,212210,Mabinogi - Spiritual Healing Package
Caravel Games,Adventure,422200,DROD: Smitemaster's Selection Expansions 9+10
Dagestan Technology,Adventure,485410,Alien Run
Astrojone,Simulation,548500,Payroll
100 Stones Interactive,Indie,534930,The Eyes of Ara Original Soundtrack
Pocketwatch Games,Indie,286000,Tooth and Tail
Suits &amp; Sandals,Action,485280,Khimera: Destroy all Monster Girls - Doctor's Assistant Costume
ArcaneRaise,Adventure,658385,Max (for Athopiu)
dsquare,RPG,443700,The Inner Sea
Leon Aminof,Adventure,760490,Frontier Runner
Coconut Tree Studio,Action,761230,Super Meat Shooter - Artworks
Activision,Action,426730,Call of Duty®: Black Ops III - C.O.D.E. Warriors Personalization Pack
4D Door Games,Casual,639620,WILL: A Wonderful World - Soundtrack
13AM Games,Adventure,505015,Runbow - Satura's Space Adventure
Deadly Red Cube,Indie,266250,Procyon
Stribling Media,Indie,622230,Impulse: Space Combat
KISS ltd,Strategy,480594,Pixel Puzzles Ultimate - Puzzle Pack: Dogs
Mugle Studio,RPG,576390,365 Days
Green Man Gaming Publishing,Action,381191,Switch Galaxy Ultra Music Pack 1
Dagestan Technology,Adventure,354260,Bloodbath Kavkaz - Soundtrack
Whale Hammer Games,RPG,524190,Tahira Original Soundtrack
Corrosive Studios LLC,Action,581080,Waste Walkers Subsistence
"Second Dimension R&amp;T, LLC",Casual,604900,Get'em Gary
Capcom,Action,721106,Marvel vs. Capcom: Infinite - Captain Marvel Warbird Costume
GameArt Studio GmbH,Simulation,386540,A.I. Invasion
Konami Digital Entertainment,Adventure,311340,METAL GEAR SOLID V: GROUND ZEROES
Bugbyte Ltd.,Strategy,411030,Battlevoid: Harbinger OST
Tabletopia Inc.,Simulation,402560,Tabletopia
Dylan Loney,Indie,335790,Words for Evil
BottleCube inc.,Strategy,598670,Otome Romance Jigsaws - Midnight Cinderella & Destined to Love
Microsoft Studios,Simulation,98300,Toy Soldiers
Cranktrain,Indie,386900,The Cat Machine
Roadfactory,Early Access,658490,Drive Isle
Big Fish Games,Casual,647080,Haunted Halls: Green Hills Sanitarium Collector's Edition
BANDAI NAMCO Entertainment,RPG,211420,DARK SOULS™: Prepare To Die™ Edition
Back To Basics Gaming,Adventure,438180,Super Mustache
Wastebasket Games,Indie,597230,Shotgun Legend
Strategic Designs Ltd.,Sports,500680,Jockey Rush
Sacada,Casual,635750,LOGistICAL - The Netherlands
GoBit Games,Simulation,730870,Burger Shop 2
For Kids,Indie,696460,Pixel Traffic: Circle Rush
Arc System Works,Action,419964,GGXrd Extra Color Palettes - SIN KISKE
"Hassey Enterprises, Inc.",Indie,538538,emoj.io - Wacky Pack
Dovetail Games,Simulation,256576,CSX ES44AC Add-on Livery
HypeTrain Digital,Action,463150,BARRIER X
Whale Hammer Games,RPG,396660,Tahira: Echoes of the Astral Empire
Enrick Lambert,Racing,409410,Clumsy Moose Season
Wang Wenxi,Strategy,722670,Chinese Chess/ Elephant Game: 象棋/ 中国象棋/ 中國象棋
"Trion Worlds, Inc.",RPG,310280,RIFT: Glory of the Ascended Pack
Springloaded,Indie,485650,Campaign Clicker
Wizards of the Coast LLC,Strategy,213904,Magic 2014 “Chant of Mul Daya” Deck Key
ElagoTech,Action,395140,Miracle Fly
Good Games,Strategy,505650,Galaxy Reavers: Cruiser DLC
SEGA,Strategy,521220,Endless Legend™ - Tempest
izzYFoxDev,Indie,599990,SecondSpeed
Degica,Utilities,531600,Game Character Hub PE: Second Story
Focus Home Interactive,RPG,204560,Confrontation
Hosted Games,Indie,446310,Sabres of Infinity
"ThoughtSTEM, LLC",Simulation,324190,CodeSpells
Monkeynetics,Indie,625820,Bionic Battle Mutants
TinyMob Games,Strategy,555010,M.E.R.C.
Blueplant Entertainment,Adventure,696250,Lost Shipwreck
Farsky Interactive,Indie,286340,FarSky
New Reality Games,Casual,563120,Desolate Wastes: Vendor Chronicles
Yullaby,Indie,37500,Magnetis
Rixment,Action,550930,Rocket Craze 3D
Sigma Team Inc.,Indie,656450,Alien Hallway 2
Ocumens LLC,Casual,752230,Cutthroat - Spooky Skin Pack
Strategy First,Indie,461600,Zipple World 2: The Sweet Chaos
SEGA,Simulation,489842,Football Manager Touch 2017 - Attribute Masking
"The Mojo Collective, Ian Frank Productions",Indie,449560,Space Ranger ASK
Sub Orbital Software,Casual,509390,GalaxIverse
Plug In Digital,Adventure,489330,The Lady - Wallpaper Pack
Big Fish Games,Adventure,723960,Twilight Phenomena: Strange Menagerie Collector's Edition
ArcaneRaise,Strategy,741310,Birch (Character for Occult preRaise)
Three Flip Studios,Simulation,286962,Influent DLC - English [Learn English]
IV Productions,Strategy,372160,Soviet Monsters: Ekranoplans
Thrill Pill Games,Strategy,485740,Color Syndrome
Gameforge 4D GmbH,RPG,687251,NosTale - Fairy Elemental Pack
Magic Pixel Kft.,Simulation,478040,Zaccaria Pinball - Magic Castle Table
Kasedo Games,Simulation,582540,Project Highrise: Las Vegas
Jayanam,Adventure,392690,Erwin's Timewarp
Buka Entertainment,Indie,395930,Farm Frenzy: Heave Ho
Degica,Web Publishing,480560,RPG Maker MV - Team Fortress 2 Character Pack
DP Corp,Strategy,672770,Poseidon - Project Dark Sky
Ghostlight LTD,Strategy,403453,Mugen Souls - Points Fever Bundle 2
Aerosoft GmbH,Simulation,325135,X-Plane 10 AddOn - Carenado - C208B Grand Caravan
Crabby Team,Simulation,726580,Game Machines: Arcade Casino
W.T.B.,Indie,767510,Happy New Year Clicker - Artwork
Sometimes You,Action,513620,SkyTime
Techland Publishing,Action,748341,Dying Light - Vintage Gunslinger Bundle
Streum On Studio,Action,91700,E.Y.E: Divine Cybermancy
505 Gamwa,Action,617120,Portal Knights - Lobot Box
Indigo Studios,Action,536920,Groggers!
Hoplon,Action,587412,HMM Founder's Pack - Bronze Edition
WALLOOK,Racing,444740,Cologne
"Thought Ops, LLC",Free to Play,523582,Rescue Bear Operation - Golf Pants
Dovetail Games,Simulation,256524,Platform Clutter Scenery Pack
Chris Antoni,Adventure,666600,Zombie Town
Thought Ops LLC,Action,513210,Rescue Bear Operation
Avidly Wild Games,Indie,262790,Our Darker Purpose
Ghostlight LTD,Strategy,343422,Agarest 2 - Bundle #4
Sekai Project,Casual,432510,Strawberry Vinegar Original Soundtrack
Microids,Indie,294770,Haegemonia: Legions of Iron
Cat Nigiri,Indie,681680,Necrosphere: Original Soundtrack
"Blackmill Games, M2H",Strategy,242860,Verdun
Ideonic,Indie,530680,Grave Matters
Virtual Racing Industries Ltd.,Indie,574672,VRC PRO Americas On-road tracks Deluxe
Minibrute Games,Adventure,676800,Dark Descent: The Blue Rose
Peace,Adventure,448350,Case #8
Thunder Devs.,Early Access,734580,BattleRush
Focus Home Interactive,Strategy,462261,Battlefleet Gothic: Armada - Tau Empire
Back To Basics Gaming,Casual,708250,Lava Rolling Kid
Anarchy Enterprises,Indie,371710,Age of Castles: Warlords
Paradox Interactive,Strategy,210893,Crusader Kings II: Songs of the Caliph
Trese Brothers,RPG,370020,Templar Battleforce
Paradox Interactive,Strategy,73060,Defenders of Ardania
Envision Entertainment,Free to Play,513440,Path of War
Aleksandr Kotukhov,Utilities,625100,TileSetGenerator
HelixFox Games,Strategy,522340,Ghostlords
Ceylon Entertainment,Simulation,704680,AMPLITUDE: A Visual Novel
Armor Games Studios,Indie,503210,Sentry Knight Tactics
Corrosive Studios LLC,Adventure,489090,Disgraced Resource Toolkit DLC
Akupara Games,Adventure,288060,Whispering Willows
ericmbernier,Indie,656040,The Wolf's Bite
Ripstone,Sports,300610,Pure Pool
CrackerJack Games,Indie,377100,UnderEarth
Dicesuki,Free to Play,653580,Cinderella Phenomenon Digital Artbook
OtakuMaker SARL,Racing,722310,Flappy Galaxy : Master Level
Crackshell,Casual,426290,The Away Team
Ice Water Games,Adventure,286140,Eidolon
Ultrashock Gaming,Strategy,574971,Vex - World 3 Unlock
BBit,Indie,710550,Cubion
"Atari, Inc.",Simulation,683900,RollerCoaster Tycoon® Classic
Elliptic Games,Action,314230,Rodina
Wargaming Labs,Strategy,298050,Master of Orion
Degica,Web Publishing,646560,RPG Maker VX Ace - Seraph Circle Sideview Battler Pack 1
Mihai Morosanu,Action,579150,Riot of the numbers
Ubisoft,Casual,206122,Rocksmith - The Blues Brothers Band - Soul Man
Haven Made,Indie,505060,Warcube
Sonic Boom Games,Indie,38923,Rhythm Zone Tornado Visualizer DLC
Big Fish Games,Casual,51020,Unwell Mel
Magnetic Studio,Strategy,346670,Sky Battles
Tanukitsune,Indie,711500,Dr. Fizzgigious' Fantabulous Carbon Dating Simulacrum
Concrete Games,Indie,398930,MacGuffin
Frudelsoft,Strategy,458970,Intruder Alert: Ixian Operations
Kasedo Games,Indie,522652,The Metronomicon - Chiptune Challenge Pack 2
"Bat Country Games, LLC",Indie,304670,Aeon Command
Nordcurrent,Casual,497570,Building the Great Wall of China 2
Collector_collector,Indie,736230,Salt Thrust
Universus Software,RPG,435230,Medieval Playground
TrerPlay,Simulation,446380,Sophie's Curse
Metalhead Software Inc.,Sports,314070,Super Mega Baseball: Extra Innings
Spicyhorse,Casual,261398,Episode 9 - The Master Thief
Cyan Worlds,Casual,63660,Myst: Masterpiece Edition
Winter Wolves,Simulation,307190,Nicole (otome version)
OtakuMaker SARL,Action,761100,Jump! Jump! Jump!
bluebox interactive,Indie,486550,The Caretaker - Dungeon Nightshift
Capcom,Action,254700,resident evil 4 / biohazard 4
André Bertaglia,Racing,701960,Fish's Trip
Corrosive Studios LLC,Indie,619120,Affliction Breakout Edition DLC
Aldorlea Games,Adventure,459640,You... and who else?
AYE Technology,Indie,543770,Altar Guardian
sakastudio,Action,766600,Amazing Human
Happy Badger Studio,Action,592020,SmuggleCraft
Ghostlight LTD,Action,333816,Ryoma Sakamoto
THQ Nordic,Sports,430316,MX vs. ATV Supercross Encore - 2015 Suzuki RMZ250 MX
CI Games,Action,34842,Sniper: Ghost Warrior - Second Strike
"Capcom U.S.A., Inc.",Action,210050,Street Fighter X Tekken: Nina (Swap Costume)
Little Orbit,Action,413813,Kung Fu Panda: Rhino Armor Li and Jombie Master Bear
SEGA,Action,715890,Sanic T-Shirts DLC
"Playdius, Plug In Digital",Indie,584120,Splasher - Official Soundtrack
KADOKAWA,Web Publishing,558760,RPG Maker MV - Festival of Light: Japanese Resource Pack
Demigiant,Racing,335090,Goscurry
"Games by Robert, LLC",Strategy,408990,Timber and Stone
Jagex,Free to Play,400840,Block N Load - Starter Pack
Ubisoft,Simulation,206165,Rocksmith - Whitesnake - Is This Love
Warfare Studios,Adventure,607040,Grimoire Chronicles
BSK Games,Indie,338050,Anoxemia
Reloaded Games,Action,113400,APB Reloaded
Nomad Games,RPG,267770,Talisman - Character Pack #5 - Martyr
ZaxtorGameS,Action,665930,Rock 'N Roll
Hatfuls Games,Indie,683770,Rover Builder
"Standing Stone Games, LLC",Massively Multiplayer,206480,Dungeons & Dragons Online®
一杯烟雨游戏工作室,Casual,684250,月之暗面 The Dark Side Of The Moon
"Standing Stone Games, LLC",RPG,213198,Dungeons & Dragons Online: Shadowfell Conspiracy
cloneZone,Adventure,679070,Fapic
Badland Games,Action,656460,Vostok Inc.
"Playdius, Plug In Digital",Action,446840,Splasher
Siberian Digital,Indie,497740,AuroraRL - OST
Xitilon,Action,611770,Void Source
Kursed Studios,Adventure,344260,Agapan
Babalus123,Casual,671460,The Gamer Challenge
Vladimir Maslov,Indie,581760,True or False 2
Nuligine,Indie,352170,MadOut
Paradox Interactive,Simulation,486571,Content Pack - Europa Universalis IV: Rights of Man
Dreadbit,Action,538570,Seraph - Soundtrack (OST)
SEGA,Free to Play,300080,Total War Battles: KINGDOM
"Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)",Adventure,208811,Tomb Raider: Caves and Cliffs Multiplayer Map Pack
Corrosive Studios LLC,Indie,581080,Waste Walkers Subsistence
Aeria Games,RPG,290140,Echo of Soul
UniqueGames,Simulation,587330,MARS SIMULATOR - RED PLANET
Amazu Media,RPG,569570,Light Apprentice - The Comic Book RPG
Wales Interactive,Indie,279900,Soul Axiom
BKOM Studios,Adventure,750320,Tales from Candlekeep - Artus Cimber's Explorer Pack
YFC games,Action,440740,Tap Tap Legions - Epic battles within 5 seconds!
OtakuMaker SARL,Indie,768856,COLOR RETRO RACER : TRIALS MODE *6 Lifes*
THQ Nordic,Sports,429711,MX vs. ATV Supercross Encore - 2015 KTM 250 SX MX
"KOEI TECMO GAMES CO., LTD.",RPG,620321,Atelier Firis - Costume: Brave Archer / リアーネ衣装『ブレイブアーチャー』
Libredia,Simulation,252910,Skyscraper Simulator
Sekai Project,Adventure,615930,CLANNAD - 10th Anniversary Artbook
Dark Castle Software,Indie,21300,Gravitron 2
Digital Dreams Entertainment LLC,Simulation,293520,Carnivores: Dinosaur Hunter Reborn
"Dejobaan Games, LLC",Adventure,252290,Elegy for a Dead World
Mutated Software,Racing,616600,Blue-Collar Astronaut - OST by Charlie Armour
Atriagames,Adventure,670090,FallenCore
Thial,Casual,664140,IsoBoom
Rubicon Development,Indie,597200,Epic Little War Game
OtakuMaker SARL,Strategy,749230,Lab 03 Yrinth : Master Levels 2
Phat Phrog Studios,Casual,586380,VITATIO 2
Dovetail Games - Trains,Simulation,325965,Train Simulator: BR Class 40 '40145' Loco Add-On
505 Games,Action,258543,Heat Wave DLC - x 3 pack
"2K Games, Aspyr (Mac &amp;amp; Linux)",Action,225833,Borderlands 2: Assassin Supremacy Pack
McMagic Productions,Adventure,386590,Novus Inceptio
Slitherine Ltd.,Strategy,353761,"Warhammer 40,000: Armageddon - Angels of Death"
Llama Software,Indie,596940,Hide and Seek
Kerberos Productions Inc.,Casual,393990,Kaiju-A-GoGo: Plant Zombie Shrubby Skin
HE SAW,Action,305380,Blue Estate The Game
Kongregate,Simulation,626010,Office Space: Idle Profits
Gears for Breakfast,Adventure,356831,A Hat in Time - Soundtrack
Blue Mana,Simulation,305720,Heroes of Issachar
Capcom,Action,45797,Super Street Fighter IV: Arcade Edition - Arcade Challengers Pack
New Reality Games,Strategy,416040,CLASH
Dovetail Games - Trains,Simulation,376954,Train Simulator: South West China High Speed Route Add-On
"Psychic Software, Goblin Portal",Casual,389190,Goblins and Grottos
Nikolai Patrakov,Indie,443940,Unknown Battle
OtakuMaker.com,Casual,489950,1917 - The Alien Invasion - Soundtrack OST
Wizards of the Coast LLC,Free to Play,316010,Magic Duels
Virtual Racing Industries Ltd.,Casual,574673,VRC PRO Asia On-road tracks Deluxe 2
Viva Media,Strategy,202454,Crazy Machines 2 - Invaders from Space
KISS ltd,Indie,565322,Pixel Puzzles Ultimate - Puzzle Pack: Christmas
"PlayStation Mobile, Inc.",Action,394510,HELLDIVERS™
John Wizard,Strategy,501460,Monsterville Handbook
DevGamm,Action,695350,Time Ninja Sakura
DXF Games,Adventure,612140,Weebish Mines
Rake in Grass,Adventure,505400,Diamond Joyce and the Secret of Crystal Cave
Necrophone Games,Indie,649410,Jazzpunk: Flavour Nexus
HuniePot,Indie,348561,HuniePop Official Digital Art Collection
Coffee Stain Publishing,Casual,237030,Sanctum 2: Road to Elysion
Pillow Fight,Casual,540880,Rose of Winter
storm_sharks,Adventure,385830,Burgers
InvertMouse,Indie,444610,Unhack 2 - Digital soundtrack
Focus Home Interactive,Adventure,366320,Seasons after Fall
Petroglyph,Indie,586040,8-Bit Armies: Arena
JDM4iK,Indie,513930,J.U.R : Japan Underground Racing
App Business Ventures LLC,Indie,448670,Pinball HD Collection
Giants Software,Casual,220260,Farming Simulator 2013 Titanium Edition
HexWar Games,Casual,385950,Infection: Humanity's Last Gasp
Milestone S.r.l.,Simulation,392880,RIDE - 2015 Top Bikes Pack 1
Alda Games,Casual,357780,Defend Your Life: TD
Vertig Games America,Free to Play,492580,BlackShot - Absolute Black Pack
FOAM Entertainment,Indie,351990,Riff Racer - Race Your Music!
Canu Arts,Action,463470,Lithium: Inmate 39
"Akupara Games, Rogue Snail",Indie,538860,Star Vikings Forever - Soundtrack
Games Starter,Action,457560,Flat Kingdom - Soundtrack + Artbook
Vector Games,Indie,293720,Dark Raid
Slitherine Ltd.,Strategy,320400,Magnifico
tinyBuild,Sports,317490,SpeedRunners - Youtuber Pack 2
Degica,Web Publishing,703460,RPG Maker MV - Cinematic Drums
BattleGoat Studios,Simulation,314980,Supreme Ruler Ultimate
